"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21031","","""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]","""NAS""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|ECI2|UBE2L3|HERC2|PSMD4|RPL21|LARS1|CFTR|BBS1|RPS26|HAL|UBXN1|ZNF250|MEOX2|E6|NELFCD|Psmb5|TUBB2B|PIGF|PAK1|RNASE7|b3kpl7_human|RPL17|CA10|PSMC1|TTC3|SERHL2|PRAG1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|Ube3a|PSMD12|TMEM31|RHBDD2|TAT|Arhgef15|SNAPC3|CELA2B|RAD23B|ACTBL2","44","225133","226543|226387|225923|225507|225255|226607|226491|225895|226111|226635|226435|226755|225867|225669|225169|226075|226239|226699|226221|225163|226591|225351|226595|226115|226243|226031|226289|226003|225991|226457|226409|225345|225683|226139|225945|226255|226315|225431|225217|225491|225367|226127|225771|226349","2.729493221662129E-6","0.25882352941176473","170","0.021215043394406944","Gene Ontology Biological Process","GO:1901575","organic substance catabolic process","2074"
"10842","","Cellular responses to stress","""REAC""","PSMD4|TANGO6|SMARCC2|MARF1|LARS1|PARVA|UBAC2|E6|TCF19|AFTPH|PIGF|PAK1|RNASE7|CA10|PSMC1|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|Ube3a|PSMD12|PSAP|Rtkn|TRPV5|SUMO3|USP14","29","225133","225255|226677|226295|225361|226491|225995|225833|225169|226027|226035|226221|225163|226591|226115|226243|226307|225991|226457|226409|225345|225683|226139|225945|226255|226007|225211|226325|226019|226727","3.3755530104635006E-6","0.23577235772357724","123","0.03717948717948718","Reactome pathways","REAC:R-HSA-2262752","Cellular responses to stress","780"
"10842","","Transcriptional regulation by RUNX1","""REAC""","PSMD4|MEF2C|E6|ZNF366|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|MAGEA12|SUMO3","16","225133","225255|225911|225169|226765|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|225637|226019","3.3997052220276467E-6","0.13008130081300814","123","0.06837606837606838","Reactome pathways","REAC:R-HSA-8878171","Transcriptional regulation by RUNX1","234"
"10842","","Cellular responses to stimuli","""REAC""","PSMD4|TANGO6|SMARCC2|MARF1|LARS1|PARVA|UBAC2|E6|TCF19|AFTPH|PIGF|PAK1|RNASE7|CA10|PSMC1|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|Ube3a|PSMD12|PSAP|Rtkn|TRPV5|SUMO3|USP14","29","225133","225255|226677|226295|225361|226491|225995|225833|225169|226027|226035|226221|225163|226591|226115|226243|226307|225991|226457|226409|225345|225683|226139|225945|226255|226007|225211|226325|226019|226727","5.034879231230044E-6","0.23577235772357724","123","0.036523929471032744","Reactome pathways","REAC:R-HSA-8953897","Cellular responses to stimuli","794"
"8484","","Parkinson disease","""KEGG""","UBE2L3|PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|USP14","15","225133","225923|225255|226491|225169|226027|226221|225163|226591|226457|226409|225345|225683|226139|226255|226727","5.4537644567197425E-6","0.1724137931034483","87","0.05660377358490566","KEGG","KEGG:05012","Parkinson disease","265"
"10842","","Host Interactions of HIV factors","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","7.261133801899625E-6","0.0975609756097561","123","0.09523809523809523","Reactome pathways","REAC:R-HSA-162909","Host Interactions of HIV factors","126"
"21031","","""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]","""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","LARS1|HAL|MEOX2|Psmb5|TUBB2B|PAK1|RNASE7|TTC3|SERHL2|PRAG1|NOMO2|H2AC4|MID2|YWHAE|TAT|Arhgef15|SNAPC3|CELA2B|RAD23B|H2BC12|ACTBL2","21","225133","226491|226435|225669|226239|226699|225163|226591|226031|226289|226003|225991|226409|225683|226095|225217|225491|225367|226127|225771|226423|226349","8.387545799093668E-6","0.12352941176470589","170","0.03783783783783784","Gene Ontology Biological Process","GO:0030162","regulation of proteolysis","555"
"10842","","Separation of Sister Chromatids","""REAC""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","14","225133","225255|225169|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255","1.0639839691438027E-5","0.11382113821138211","123","0.07446808510638298","Reactome pathways","REAC:R-HSA-2467813","Separation of Sister Chromatids","188"
"10842","","Metabolism of proteins","""REAC""","EIF4A1|KDELR1|CCP110|UBE2L3|HERC2|PSMD4|SMARCC2|MTAP|MARF1|LARS1|RPL29|CGGBP1|PARVA|HAL|FAF2|E6|RAC1|Psmb5|TCF19|NSUN2|PpD3|AFTPH|RARA|PIGF|ALOX12B|PAK1|RNASE7|CA10|PSMC1|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|PSAP|UBC|SEM1|YWHAE|TAT|Arhgef15|SUMO3|CELA2B|CCDC74A|Ephb2","48","225133","226399|226175|226361|225923|225507|225255|226295|226519|225361|226491|226621|225533|225995|226435|226147|225169|225161|226239|226027|225511|226231|226035|226011|226221|226357|225163|226591|226115|226243|226307|225991|226457|226409|225345|225683|226139|226255|226315|226007|225383|226281|226095|225217|225491|226019|226127|226119|225489","1.126017627223906E-5","0.3902439024390244","123","0.024665981500513873","Reactome pathways","REAC:R-HSA-392499","Metabolism of proteins","1946"
"10842","","Metabolism of amino acids and derivatives","""REAC""","PSMD4|SMARCC2|FAM133A|MTAP|MARF1|PARVA|RPS26|E6|AFTPH|PIGF|PAK1|RNASE7|TEPSIN|NOMO2|KDM2A|H2AC4|ATG9A|PSMD12|RHBDD2","19","225133","225255|226295|226151|226519|225361|225995|226635|225169|226035|226221|225163|226591|226307|225991|226457|226409|225345|226255|225431","1.342992894323505E-5","0.15447154471544716","123","0.051351351351351354","Reactome pathways","REAC:R-HSA-71291","Metabolism of amino acids and derivatives","370"
"3383","","E6AP-HERC2-MAPK6-NEURL4 complex","""CORUM""","HERC2|TTC3|Epha4|OR5M8","4","225133","225507|226031|225941|226209","1.5985261695902E-5","0.06349206349206349","63","1.0"," Manually annotated protein complexes from mammalian organisms","CORUM:6860","E6AP-HERC2-MAPK6-NEURL4 complex","4"
"10842","","Class I MHC mediated antigen processing & presentation","""REAC""","UBE2L3|HERC2|PSMD4|E6|PIGF|PAK1|RNASE7|RPL17|CA10|PSMC1|TTC3|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31","19","225133","225923|225507|225255|225169|226221|225163|226591|226595|226115|226243|226031|225991|226457|226409|225345|225683|226139|226255|226315","2.055377920590438E-5","0.15447154471544716","123","0.05","Reactome pathways","REAC:R-HSA-983169","Class I MHC mediated antigen processing & presentation","380"
"21031","","""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]","""IPI""|""IC""|""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","EIF4A1|PHB1|UBE2L3|HERC2|PSMD4|SMARCC2|MTAP|MARF1|LARS1|CGGBP1|PDE1B|COPS7B|BBS1|PARVA|HAL|UBXN1|ZNF250|FAF2|MEOX2|E6|RAC1|Psmb5|NSUN2|PpD3|PAX5|HIST2H2BF|RHOA|TUBB2B|AFTPH|RARA|PIGF|PAK1|RNASE7|b3kpl7_human|DISC1|RPL17|CCT4|CA10|PSMC1|TTC3|SERHL2|PRAG1|TEPSIN|RPH3A|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|PSMD14|TMEM31|UBB|UBC|Rtkn|SEM1|UBE2N|EIF4G1|YWHAE|TAT|WDR4|Arhgef15|SNAPC3|CELA2B|RAD23A|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|USP14|Ephb2","73","225133","226399|226543|225923|225507|225255|226295|226519|225361|226491|225533|225999|226133|226111|225995|226435|226755|225867|226147|225669|225169|225161|226239|225511|226231|225689|225955|225213|226699|226035|226011|226221|225163|226591|225351|225971|226595|226365|226115|226243|226031|226289|226003|226307|225287|225991|226457|226409|225345|225683|226139|226255|226263|226315|225375|225383|225211|226281|225927|226055|226095|225217|226091|225491|225367|226127|225757|225771|226423|225941|226349|226119|226727|225489","2.0871984047053062E-5","0.4294117647058823","170","0.014861563517915309","Gene Ontology Biological Process","GO:0019538","protein metabolic process","4912"
"10842","","Signaling by NOTCH","""REAC""","PSMD4|LARS1|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|WDR4|SUMO3","15","225133","225255|226491|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226091|226019","2.1798450522672496E-5","0.12195121951219512","123","0.06465517241379311","Reactome pathways","REAC:R-HSA-157118","Signaling by NOTCH","232"
"20212","","""Binding to a protein upon poly-ubiquitination of the target protein."" [GOC:pg]","""ISS""|""IBA""|""IEA""|""IDA""","PSMD4|HAL|UBXN1|Psmd6|TAT|Arhgef15|RAD23B|ACTBL2","8","225133","225255|226435|226755|226267|225217|225491|225771|226349","2.452287515738267E-5","0.045454545454545456","176","0.13793103448275862","Gene Ontology Molecular Function","GO:0031593","polyubiquitin modification-dependent protein binding","58"
"10842","","Disorders of transmembrane transporters","""REAC""","PSMD4|RPL29|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|226621|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","3.1114172207157145E-5","0.10569105691056911","123","0.07514450867052024","Reactome pathways","REAC:R-HSA-5619115","Disorders of transmembrane transporters","173"
"10842","","Neddylation","""REAC""","PSMD4|CGGBP1|E6|PIGF|PAK1|RNASE7|CA10|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","15","225133","225255|225533|225169|226221|225163|226591|226115|226243|225991|226457|226409|225345|225683|226139|226255","4.2420570671013575E-5","0.12195121951219512","123","0.06147540983606557","Reactome pathways","REAC:R-HSA-8951664","Neddylation","244"
"20212","","""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]","""IPI""|""TAS""|""EXP""|""ISS""|""IBA""|""IEA""|""IDA""","PHB1|UBE2L3|MAGEA8|HERC2|P0DTD1-PRO_0000449633|TANGO6|OR6T1|LARS1|RPL29|UBAC2|H1-4|HAL|ZNF250|FAF2|MEOX2|RAC1|NSUN2|HIST2H2BF|CSTPP1|CA10|PSMC1|SERHL2|UBE3C|ZFAND6|RPH3A|ANKRD49|MID2|KRT72|DOK4|MAP7D1|MAP7D2|S100A4|MAGEA12|TMEM31|Rtkn|SEM1|YWHAE|TAT|WDR4|SNAPC3|CEP170|RAD23B|Epha4","43","225133","226543|225923|226069|225507|226217|226677|226213|226491|226621|225833|226335|226435|225867|226147|225669|225161|225511|225955|226039|226115|226243|226289|226715|226749|225287|226103|225683|226479|226139|226503|226187|226277|225637|226315|225211|226281|226095|225217|226091|225367|226369|225771|225941","4.679694582397419E-5","0.24431818181818182","176","0.020446980504041846","Gene Ontology Molecular Function","GO:0019899","enzyme binding","2103"
"10842","","Cell Cycle","""REAC""","CCP110|HERC2|PSMD4|LARS1|E6|TIMP2|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|Rtkn|WDR4|SUMO3|TRIM65|TTC23L|EAPP","25","225133","226361|225507|225255|226491|225169|226685|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255|226315|225211|226091|226019|226087|225819|225975","5.108034700170979E-5","0.2032520325203252","123","0.03692762186115214","Reactome pathways","REAC:R-HSA-1640170","Cell Cycle","677"
"8484","","Epstein-Barr virus infection","""KEGG""","PSMD4|LARS1|PIGF|PAK1|RNASE7|SERHL2|KDM2A|H2AC4|ATG9A|PSMD12|H2BC12|USP14","12","225133","225255|226491|226221|225163|226591|226289|226457|226409|225345|226255|226423|226727","6.294024766244863E-5","0.13793103448275862","87","0.06060606060606061","KEGG","KEGG:05169","Epstein-Barr virus infection","198"
"22097","","""The subcomplex of the proteasome regulatory particle that forms the peripheral lid, which is added on top of the base subcomplex."" [GOC:rb]","""IMP""|""IBA""|""IEA""","KDM2A|H2AC4|ATG9A|PSMD12","4","225133","226457|226409|225345|226255","7.771621439220821E-5","0.022857142857142857","175","0.5","Gene Ontology Cellular Component branch","GO:0008541","proteasome regulatory particle, lid subcomplex","8"
"21031","","""Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:dph, GOC:tb]","""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","HAL|Psmb5|PAK1|RNASE7|NOMO2|H2AC4|MID2|TAT|Arhgef15|CELA2B|RAD23B|ACTBL2","12","225133","226435|226239|225163|226591|225991|226409|225683|225217|225491|226127|225771|226349","9.869681485855088E-5","0.07058823529411765","170","0.0625","Gene Ontology Biological Process","GO:0061136","regulation of proteasomal protein catabolic process","192"
"10842","","Mitotic Anaphase","""REAC""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","14","225133","225255|225169|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255","1.1835001474444475E-4","0.11382113821138211","123","0.06140350877192982","Reactome pathways","REAC:R-HSA-68882","Mitotic Anaphase","228"
"20212","","""Binding to a ubiquitin-like protein ligase, such as ubiquitin-ligase."" [GOC:jl]","""IPI""|""EXP""|""IBA""|""IEA""|""IDA""","UBE2L3|HERC2|LARS1|H1-4|HAL|ZNF250|RAC1|CA10|PSMC1|MID2|DOK4|TMEM31|Rtkn|SEM1|WDR4","15","225133","225923|225507|226491|226335|226435|225867|225161|226115|226243|225683|226139|226315|225211|226281|226091","1.1935171197220308E-4","0.08522727272727272","176","0.046012269938650305","Gene Ontology Molecular Function","GO:0044389","ubiquitin-like protein ligase binding","326"
"10842","","Developmental Biology","""REAC""","PSMD4|CCDC92|TANGO6|SMARCC2|MARF1|TP53BP2|PARVA|FAF2|E6|RAC1|TCF19|NSUN2|HIST2H2BF|AFTPH|PIGF|PAK1|RNASE7|SERHL2|KLHL38|TEPSIN|CAPN3|POTEF|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|UBC|SUMO3|SNAPC3|RAD23A","33","225133","225255|226123|226677|226295|225361|225805|225995|226147|225169|225161|226027|225511|225955|226035|226221|225163|226591|226289|225357|226307|225963|226555|225991|226457|226409|225345|225683|226139|226255|225383|226019|225367|225757","1.2110374775627851E-4","0.2682926829268293","123","0.028846153846153848","Reactome pathways","REAC:R-HSA-1266738","Developmental Biology","1144"
"22097","","""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]","""IPI""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","UBE2L3|PSMD4|MEF2C|MTAP|UBXN1|E6|TIMP2|Psmb5|TUBB2B|PIGF|PAK1|RNASE7|RPL17|CA10|PSMC4|PSMC1|TTC3|ZFAND6|NOMO2|KDM2A|H2AC4|ATG9A|S100A4|PSMD12|TMEM31|IDH1|YWHAE|TAT|Arhgef15|CEP170|CELA2B|RAD23B|MCM6|EAPP|ASAP3","35","225133","225923|225255|225911|226519|226755|225169|226685|226239|226699|226221|225163|226591|226595|226115|226247|226243|226031|226749|225991|226457|226409|225345|226277|226255|226315|225403|226095|225217|225491|226369|226127|225771|225301|225975|225341","1.2229875905652463E-4","0.2","175","0.019707207207207207","Gene Ontology Cellular Component branch","GO:1902494","catalytic complex","1776"
"10842","","Mitotic Metaphase and Anaphase","""REAC""","PSMD4|E6|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","14","225133","225255|225169|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255","1.2486254047719078E-4","0.11382113821138211","123","0.0611353711790393","Reactome pathways","REAC:R-HSA-2555396","Mitotic Metaphase and Anaphase","229"
"10842","","Cellular response to chemical stress","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|Ube3a|PSMD12","13","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|225945|226255","1.2616067498145614E-4","0.10569105691056911","123","0.06666666666666667","Reactome pathways","REAC:R-HSA-9711123","Cellular response to chemical stress","195"
"10842","","Signaling by the B Cell Receptor (BCR)","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","12","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","1.2711487774552294E-4","0.0975609756097561","123","0.0736196319018405","Reactome pathways","REAC:R-HSA-983705","Signaling by the B Cell Receptor (BCR)","163"
"10842","","Signaling by Interleukins","""REAC""","PSMD4|TANGO6|FAM133A|LARS1|E6|PIGF|PAK1|RNASE7|SERHL2|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|WDR4|CELA2B|USP14","20","225133","225255|226677|226151|226491|225169|226221|225163|226591|226289|225991|226457|226409|225345|225683|226139|226255|226315|226091|226127|226727","1.271712887068479E-4","0.16260162601626016","123","0.04246284501061571","Reactome pathways","REAC:R-HSA-449147","Signaling by Interleukins","471"
"8484","","Spinocerebellar ataxia","""KEGG""","PSMD4|E6|PIGF|PAK1|RNASE7|KDM2A|H2AC4|ATG9A|PSMD12|USP14","10","225133","225255|225169|226221|225163|226591|226457|226409|225345|226255|226727","1.3794103024041132E-4","0.11494252873563218","87","0.07092198581560284","KEGG","KEGG:05017","Spinocerebellar ataxia","141"
"10842","","TCF dependent signaling in response to WNT","""REAC""","PSMD4|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|WDR4|SUMO3","14","225133","225255|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226091|226019","1.3886467237590863E-4","0.11382113821138211","123","0.06060606060606061","Reactome pathways","REAC:R-HSA-201681","TCF dependent signaling in response to WNT","231"
"21031","","""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]","""IPI""|""IC""|""NAS""|""IGI""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","EIF4A1|PHB1|UBE2L3|HERC2|PSMD4|SMARCC2|FAM133A|MTAP|MARF1|LARS1|CFTR|CGGBP1|PDE1B|COPS7B|BBS1|PARVA|RPS26|HAL|UBXN1|ZNF250|FAF2|MEOX2|E6|RAC1|Psmb5|NSUN2|PpD3|PAX5|HIST2H2BF|RHOA|TUBB2B|AFTPH|RARA|PIGF|PAK1|RNASE7|b3kpl7_human|DISC1|RPL17|CCT4|CA10|PSMC1|TTC3|SERHL2|PRAG1|ZFAND5|TEPSIN|RPH3A|NOMO2|KDM2A|H2AC4|ATG9A|MID2|KRT72|DOK4|Ube3a|PSMD12|PSMD14|TMEM31|UBB|UBC|TBC1D14|Rtkn|RHBDD2|SEM1|UBE2N|EIF4G1|YWHAE|TAT|WDR4|Arhgef15|SNAPC3|CELA2B|RAD23A|RAD23B|H2BC12|Epha4|ACTBL2|CCDC74A|USP14|Ephb2","81","225133","226399|226543|225923|225507|225255|226295|226151|226519|225361|226491|225895|225533|225999|226133|226111|225995|226635|226435|226755|225867|226147|225669|225169|225161|226239|225511|226231|225689|225955|225213|226699|226035|226011|226221|225163|226591|225351|225971|226595|226365|226115|226243|226031|226289|226003|226745|226307|225287|225991|226457|226409|225345|225683|226479|226139|225945|226255|226263|226315|225375|225383|226023|225211|225431|226281|225927|226055|226095|225217|226091|225491|225367|226127|225757|225771|226423|225941|226349|226119|226727|225489","1.4697048984819492E-4","0.4764705882352941","170","0.013531573671901102","Gene Ontology Biological Process","GO:1901564","organonitrogen compound metabolic process","5986"
"20212","","""Binding to a proteasome, a large multisubunit protein complex that catalyzes protein degradation."" [GOC:mah]","""IBA""|""IEA""|""IDA""","Psmb5|H2AC4|TAT|Arhgef15|CELA2B","5","225133","226239|226409|225217|225491|226127","2.431992575768384E-4","0.028409090909090908","176","0.2777777777777778","Gene Ontology Molecular Function","GO:0070628","proteasome binding","18"
"10842","","Cell Cycle, Mitotic","""REAC""","CCP110|PSMD4|LARS1|E6|TCF19|PIGF|PAK1|RNASE7|PSMC1|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|Rtkn|SUMO3|TRIM65|TTC23L|EAPP","21","225133","226361|225255|226491|225169|226027|226221|225163|226591|226243|225991|226457|226409|225345|225683|226139|226255|225211|226019|226087|225819|225975","3.2743803851302257E-4","0.17073170731707318","123","0.038391224862888484","Reactome pathways","REAC:R-HSA-69278","Cell Cycle, Mitotic","547"
"10842","","Signaling by WNT","""REAC""","PSMD4|MTUS1|FAF2|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|WDR4|SUMO3","16","225133","225255|226529|226147|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255|226091|226019","3.468755020240802E-4","0.13008130081300814","123","0.04892966360856269","Reactome pathways","REAC:R-HSA-195721","Signaling by WNT","327"
"21031","","""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]","""IEP""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""ISO""|""IDA""","HERC2|TANGO6|MEF2C|EID1|MTAP|LARS1|RPL29|BBS1|HAL|ZNF250|TIMP2|Psmb5|HIST2H2BF|CSTPP1|SERHL2|PRAG1|UBE2D1|NOMO2|H2AC4|S100A4|PSMD12|TMEM31|UBC|Rtkn|IDH1|LCN1|TAT|WDR4|Arhgef15|SNAPC3|TRIM65|TTC23L|RAD23B|H2BC12|ACTBL2|USP14","36","225133","225507|226677|225911|225979|226519|226491|226621|226111|226435|225867|226685|226239|225955|226039|226289|226003|226331|225991|226409|226277|226255|226315|225383|225211|225403|226497|225217|226091|225491|225367|226087|225819|225771|226423|226349|226727","3.470023074208743E-4","0.21176470588235294","170","0.020338983050847456","Gene Ontology Biological Process","GO:0033554","cellular response to stress","1770"
"20212","","""Binding to a ubiquitin protein ligase enzyme, any of the E3 proteins."" [GOC:vp]","""IPI""|""EXP""|""IBA""|""IEA""|""IDA""","UBE2L3|HERC2|LARS1|H1-4|HAL|ZNF250|RAC1|CA10|PSMC1|MID2|DOK4|TMEM31|Rtkn|WDR4","14","225133","225923|225507|226491|226335|226435|225867|225161|226115|226243|225683|226139|226315|225211|226091","3.60240176656495E-4","0.07954545454545454","176","0.045454545454545456","Gene Ontology Molecular Function","GO:0031625","ubiquitin protein ligase binding","308"
"21031","","""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]","""TAS""|""IMP""|""IBA""|""IEA""|""IDA""","PHB1|HAL|MEOX2|Psmb5|PAK1|RNASE7|SERHL2|NOMO2|H2AC4|MID2|TAT|Arhgef15|CELA2B|RAD23B|ACTBL2","15","225133","226543|226435|225669|226239|225163|226591|226289|225991|226409|225683|225217|225491|226127|225771|226349","5.315460579662011E-4","0.08823529411764706","170","0.0410958904109589","Gene Ontology Biological Process","GO:0042176","regulation of protein catabolic process","365"
"22097","","""The subcomplex of the proteasome regulatory particle that directly associates with the proteasome core complex."" [GOC:mtg_sensu, GOC:rb]","""IBA""|""IEA""|""IDA""","PSMD4|PAK1|RNASE7|NOMO2","4","225133","225255|225163|226591|225991","5.360953085878354E-4","0.022857142857142857","175","0.3333333333333333","Gene Ontology Cellular Component branch","GO:0008540","proteasome regulatory particle, base subcomplex","12"
"10842","","Cytokine Signaling in Immune system","""REAC""","EIF4A1|PSMD4|TANGO6|FAM133A|LARS1|E6|PIGF|PAK1|RNASE7|CA10|PSMC1|SERHL2|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12|TMEM31|UBC|WDR4|CELA2B|USP14","24","225133","226399|225255|226677|226151|226491|225169|226221|225163|226591|226115|226243|226289|225991|226457|226409|225345|225683|226139|226255|226315|225383|226091|226127|226727","5.951935688676938E-4","0.1951219512195122","123","0.03337969401947149","Reactome pathways","REAC:R-HSA-1280215","Cytokine Signaling in Immune system","719"
"10842","","HIV Infection","""REAC""","PSMD4|MEOX1|E6|PIGF|PAK1|RNASE7|NOMO2|KDM2A|H2AC4|ATG9A|MID2|DOK4|PSMD12","13","225133","225255|225655|225169|226221|225163|226591|225991|226457|226409|225345|225683|226139|226255","6.438184205472811E-4","0.10569105691056911","123","0.057777777777777775","Reactome pathways","REAC:R-HSA-162906","HIV Infection","225"
"10842","","TICAM1, RIP1-mediated IKK complex recruitment","""REAC""","CA10|PSMC1|MID2|DOK4|TMEM31","5","225133","226115|226243|225683|226139|226315","7.45083892018904E-4","0.04065040650406504","123","0.2631578947368421","Reactome pathways","REAC:R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","19"
